GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,Id2,Geography,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US13421,13421,ZCTA5 13421,46466,5080,58120,4260,75519,13513,29761,6019
8600000US13424,13424,ZCTA5 13424,54063,7692,80769,11338,84688,13242,23952,5496
8600000US13425,13425,ZCTA5 13425,48000,7554,64050,7302,68750,9339,22083,10883
8600000US13428,13428,ZCTA5 13428,40625,12917,64412,15489,72083,13898,20590,3867
8600000US13431,13431,ZCTA5 13431,54091,11503,73438,14989,83846,14746,39722,12859
8600000US13433,13433,ZCTA5 13433,46314,4453,52100,14902,65417,6862,33750,14429
8600000US13435,13435,ZCTA5 13435,58000,19630,65500,15000,66625,21579,40000,6476
8600000US13436,13436,ZCTA5 13436,56250,30498,69583,26846,69583,26846,23750,12769
8600000US13437,13437,ZCTA5 13437,50833,9955,58000,11648,59750,8952,30625,16140
8600000US13438,13438,ZCTA5 13438,51332,3575,59375,5988,64020,5021,33641,4762
8600000US13439,13439,ZCTA5 13439,50775,3214,60625,6829,67083,9590,27143,4885
8600000US13440,13440,ZCTA5 13440,51580,2174,65081,2928,76989,3147,30184,2339
8600000US13441,13441,ZCTA5 13441,-,**,-,**,-,**,-,**
8600000US13450,13450,ZCTA5 13450,52396,2301,-,**,66750,39297,50833,30572
8600000US13452,13452,ZCTA5 13452,41591,3123,47917,6936,57305,6320,28365,5068
8600000US13454,13454,ZCTA5 13454,37500,5754,40781,6649,43750,17682,26477,14440
8600000US13456,13456,ZCTA5 13456,66049,6724,78607,9994,81979,7276,40694,12547
8600000US13459,13459,ZCTA5 13459,50943,2157,58250,4609,62135,7325,29375,8843
8600000US13460,13460,ZCTA5 13460,44471,9820,59808,17528,62233,14088,26855,7201
8600000US13461,13461,ZCTA5 13461,58795,5083,65921,11164,84773,18704,29871,4296
8600000US13464,13464,ZCTA5 13464,42197,3033,50000,7722,54474,7547,31250,13298
8600000US13468,13468,ZCTA5 13468,58750,30312,74091,7222,78182,10108,31818,21238
8600000US13469,13469,ZCTA5 13469,80357,13679,81786,4704,82635,8783,34333,9682
8600000US13470,13470,ZCTA5 13470,41500,9957,47917,10817,66875,28082,26875,14215
8600000US13471,13471,ZCTA5 13471,48782,5537,56125,9810,65156,4047,35708,12101
8600000US13472,13472,ZCTA5 13472,-,**,-,**,-,**,-,**
8600000US13473,13473,ZCTA5 13473,55625,9269,65781,10529,68750,15548,32083,14252
8600000US13475,13475,ZCTA5 13475,-,**,-,**,-,**,-,**
8600000US13476,13476,ZCTA5 13476,64821,17129,89766,11536,102039,13569,25573,9043
8600000US13477,13477,ZCTA5 13477,47862,25561,-,**,74154,48236,47895,30230
8600000US13478,13478,ZCTA5 13478,57721,7320,70556,17342,83409,18458,36217,18774
8600000US13480,13480,ZCTA5 13480,52813,4479,72821,5421,79779,5879,26917,2150
8600000US13483,13483,ZCTA5 13483,-,**,-,**,61806,31995,43214,19672
8600000US13484,13484,ZCTA5 13484,-,**,-,**,-,**,-,**
8600000US13485,13485,ZCTA5 13485,39792,8317,48472,11074,51042,10242,24500,8652
8600000US13486,13486,ZCTA5 13486,56875,23526,61250,27841,79000,8571,23958,10183
8600000US13488,13488,ZCTA5 13488,50625,17351,-,**,-,**,50625,18560
8600000US13489,13489,ZCTA5 13489,51250,12227,56000,9822,57500,19654,19091,8595
8600000US13490,13490,ZCTA5 13490,62643,12849,62750,14164,83344,25562,-,**
8600000US13491,13491,ZCTA5 13491,55125,7495,65845,3981,68922,3980,28150,3711
8600000US13492,13492,ZCTA5 13492,59583,5836,79367,4764,88438,6893,39590,3652
8600000US13493,13493,ZCTA5 13493,50521,6454,53242,3810,62375,8582,28056,6094
8600000US13494,13494,ZCTA5 13494,63333,13293,105714,31252,106964,20396,43250,4711
8600000US13495,13495,ZCTA5 13495,54583,5827,54444,16701,57361,31776,39310,5030
8600000US13501,13501,ZCTA5 13501,33710,2174,39538,2639,58647,4996,23428,2360
8600000US13502,13502,ZCTA5 13502,41475,2953,55641,2948,74371,3502,25175,3233
8600000US13601,13601,ZCTA5 13601,46365,1964,57212,4021,68170,4230,30644,2932
8600000US13602,13602,ZCTA5 13602,38000,22081,38375,21236,39500,13696,-,**
8600000US13603,13603,ZCTA5 13603,42864,1926,42906,1951,44080,2657,41528,14845
8600000US13605,13605,ZCTA5 13605,50385,8882,67102,15648,78553,13123,28849,4658
8600000US13606,13606,ZCTA5 13606,64698,17051,69032,15536,78801,15437,-,**
8600000US13607,13607,ZCTA5 13607,48606,5439,65694,23228,94375,38692,26736,3668
8600000US13608,13608,ZCTA5 13608,45000,4515,50962,11789,63750,4171,27083,14475
8600000US13612,13612,ZCTA5 13612,64877,4039,74659,11255,82083,11367,34688,13489
8600000US13613,13613,ZCTA5 13613,50262,9414,55000,7846,65345,11038,36463,5468
8600000US13614,13614,ZCTA5 13614,25625,5887,-,**,-,**,24167,3852
8600000US13615,13615,ZCTA5 13615,56250,25527,78750,9141,81771,9157,21908,14910
8600000US13616,13616,ZCTA5 13616,54432,5346,55746,9013,56886,8081,32778,10718
8600000US13617,13617,ZCTA5 13617,57365,5047,76404,4941,86108,5945,36443,8437
8600000US13618,13618,ZCTA5 13618,52700,4340,62188,8588,67794,8079,39038,10005
8600000US13619,13619,ZCTA5 13619,50701,5951,63304,6309,78067,8029,26164,8288
8600000US13620,13620,ZCTA5 13620,37083,8195,46761,12661,53295,14968,26429,11237
8600000US13621,13621,ZCTA5 13621,42788,26569,60125,25559,56667,41297,29000,19406
8600000US13622,13622,ZCTA5 13622,61905,10125,71830,10765,81953,7458,30362,4783
8600000US13623,13623,ZCTA5 13623,63333,59562,-,**,-,**,-,**
8600000US13624,13624,ZCTA5 13624,65826,8578,83101,9597,90230,8799,24458,10161
8600000US13625,13625,ZCTA5 13625,56993,3663,74688,7669,80952,6184,24868,8973
8600000US13626,13626,ZCTA5 13626,48438,11420,60039,3947,64375,4736,28000,10433
8600000US13628,13628,ZCTA5 13628,44750,14351,48125,21932,73125,17614,44063,20305
8600000US13630,13630,ZCTA5 13630,51513,17230,55536,9006,56964,7738,18182,9017
8600000US13633,13633,ZCTA5 13633,69375,31191,70500,15905,73750,22047,27500,5061
8600000US13634,13634,ZCTA5 13634,53250,9373,63750,19202,77679,24386,30149,12908
8600000US13635,13635,ZCTA5 13635,48021,4752,50875,4062,54167,4402,29659,8215
8600000US13636,13636,ZCTA5 13636,67625,18585,68000,17521,79375,47438,26583,955
8600000US13637,13637,ZCTA5 13637,52379,2903,56334,5561,55253,6399,45272,11638
8600000US13638,13638,ZCTA5 13638,38920,4876,42857,11552,60521,35830,36224,668
8600000US13639,13639,ZCTA5 13639,48750,14797,48889,17360,64000,25182,48333,45029
8600000US13640,13640,ZCTA5 13640,46667,10795,64500,62384,-,**,-,**
8600000US13641,13641,ZCTA5 13641,-,**,68750,44859,68750,44859,-,**
8600000US13642,13642,ZCTA5 13642,40619,5977,44766,8418,55515,4280,23750,5252
8600000US13643,13643,ZCTA5 13643,-,**,-,**,-,**,-,**
8600000US13646,13646,ZCTA5 13646,45602,4674,51705,5383,56667,9648,27250,4211
8600000US13647,13647,ZCTA5 13647,-,**,-,**,-,**,-,**
8600000US13648,13648,ZCTA5 13648,44489,4239,47000,7349,57283,11996,32500,11484
8600000US13650,13650,ZCTA5 13650,60046,12146,69907,10692,75927,10539,42321,9865
8600000US13651,13651,ZCTA5 13651,105417,72218,133333,19247,133333,19247,63750,15711
8600000US13652,13652,ZCTA5 13652,58281,14932,57500,12250,64311,3085,36375,25872
8600000US13654,13654,ZCTA5 13654,51688,14378,59514,6267,59219,11102,35395,6176
8600000US13655,13655,ZCTA5 13655,36712,21853,61610,36927,62045,43284,-,**
8600000US13656,13656,ZCTA5 13656,55078,9035,58750,16910,69531,9070,35714,13369
8600000US13658,13658,ZCTA5 13658,60000,10945,67125,11517,72257,17628,40087,13137
8600000US13659,13659,ZCTA5 13659,49688,18281,51250,12803,57708,11797,38438,17909
8600000US13660,13660,ZCTA5 13660,48618,5614,56500,11485,62000,22090,32917,12731
8600000US13661,13661,ZCTA5 13661,73462,7666,78977,12722,83688,8812,35750,19093
8600000US13662,13662,ZCTA5 13662,47394,5956,58154,7083,73962,8418,28486,3351
8600000US13664,13664,ZCTA5 13664,68125,12101,79375,20405,93036,29819,37083,17265
8600000US13665,13665,ZCTA5 13665,63068,16100,74063,33938,89773,34684,17177,11961
8600000US13666,13666,ZCTA5 13666,23917,18696,-,**,-,**,16042,3667
8600000US13667,13667,ZCTA5 13667,42917,11156,48636,14083,65906,9780,28250,12339
8600000US13668,13668,ZCTA5 13668,51905,5910,60739,11460,70250,14239,31811,5586
8600000US13669,13669,ZCTA5 13669,46905,4793,62028,7728,78453,4742,24764,4558
8600000US13670,13670,ZCTA5 13670,37083,13086,50750,10046,52083,4153,30104,18258
8600000US13672,13672,ZCTA5 13672,53359,10779,48824,26187,76250,28480,44750,14815
8600000US13673,13673,ZCTA5 13673,49205,3782,56146,10316,66389,16621,22857,4919
8600000US13674,13674,ZCTA5 13674,48854,27038,48854,27038,-,**,-,**
8600000US13675,13675,ZCTA5 13675,61548,29394,61548,29394,60417,8859,-,**
8600000US13676,13676,ZCTA5 13676,50000,5770,65491,10957,82953,5284,23411,5893
8600000US13677,13677,ZCTA5 13677,-,**,-,**,-,**,-,**
8600000US13678,13678,ZCTA5 13678,-,**,-,**,73750,52122,-,**
8600000US13679,13679,ZCTA5 13679,46563,11359,61034,9000,62026,5166,28700,14654
8600000US13680,13680,ZCTA5 13680,36389,9277,48500,15338,50250,17713,25000,10842
8600000US13681,13681,ZCTA5 13681,53333,16163,54196,10469,61875,24618,34531,9920
8600000US13682,13682,ZCTA5 13682,65625,14208,73750,22330,87500,25498,51250,13639
8600000US13684,13684,ZCTA5 13684,46731,5063,55875,15325,61250,17184,30729,4559
8600000US13685,13685,ZCTA5 13685,57212,11585,66118,13798,74762,26933,46429,18510
8600000US13687,13687,ZCTA5 13687,47292,16586,63750,26881,85694,26384,36250,19273
8600000US13690,13690,ZCTA5 13690,41591,8189,51438,4165,58750,21800,24830,3929
8600000US13691,13691,ZCTA5 13691,58750,9521,70606,9521,76458,6901,29474,5065
8600000US13692,13692,ZCTA5 13692,57946,32065,58750,11545,58750,11545,-,**
8600000US13693,13693,ZCTA5 13693,45417,14165,47292,25025,51528,43364,15089,6562
8600000US13694,13694,ZCTA5 13694,70333,15551,77202,7871,90385,17380,33083,12399
8600000US13695,13695,ZCTA5 13695,100556,59169,102361,3016,102361,3016,-,**
8600000US13696,13696,ZCTA5 13696,-,**,-,**,-,**,-,**
8600000US13697,13697,ZCTA5 13697,39167,15852,44375,15587,42708,22997,19201,13436
8600000US13730,13730,ZCTA5 13730,51580,3745,71667,21558,70625,20696,29950,10209
8600000US13731,13731,ZCTA5 13731,48681,11846,58333,12169,63000,12787,30417,10881
8600000US13732,13732,ZCTA5 13732,81106,4115,94864,6554,102971,6550,31324,16885
8600000US13733,13733,ZCTA5 13733,49821,3983,57891,7224,68301,3326,32083,8633
8600000US13734,13734,ZCTA5 13734,47065,15151,66538,33668,80833,50569,31332,3168
8600000US13736,13736,ZCTA5 13736,61827,11091,53611,10093,64464,12815,21364,8672
8600000US13739,13739,ZCTA5 13739,56818,6354,60000,9996,66250,37341,45833,20126
8600000US13740,13740,ZCTA5 13740,72500,20522,87143,17834,98472,19153,31000,11613
8600000US13743,13743,ZCTA5 13743,57866,5785,71971,23802,88831,16492,34167,8676
8600000US13744,13744,ZCTA5 13744,59853,16457,67250,17535,76250,19258,30563,9418
8600000US13746,13746,ZCTA5 13746,51667,13089,68438,15726,77404,12819,26250,8887
8600000US13748,13748,ZCTA5 13748,51875,6589,58354,15073,66417,5037,33125,11987
8600000US13750,13750,ZCTA5 13750,41583,18723,58173,13114,61026,14557,-,**
8600000US13751,13751,ZCTA5 13751,-,**,56000,44485,56000,44485,-,**
8600000US13752,13752,ZCTA5 13752,54583,18017,74545,21271,85417,28947,34191,15988
8600000US13753,13753,ZCTA5 13753,52192,5256,76250,9688,86932,8564,22299,3757
8600000US13754,13754,ZCTA5 13754,38690,6011,53000,7833,61683,7634,22500,4188
8600000US13755,13755,ZCTA5 13755,43438,11223,51324,18918,68571,21772,21125,20242
8600000US13756,13756,ZCTA5 13756,51250,10392,73500,25908,76250,21110,46667,23481
8600000US13757,13757,ZCTA5 13757,54123,3897,61813,20652,71389,24043,39028,19404
8600000US13760,13760,ZCTA5 13760,54972,2298,73899,4162,85278,3657,29201,2271
8600000US13774,13774,ZCTA5 13774,33750,2816,33750,6092,37917,15831,-,**
8600000US13775,13775,ZCTA5 13775,52176,14405,68542,18270,70443,14631,32167,5351
8600000US13776,13776,ZCTA5 13776,55313,16961,61429,8463,61786,13130,18571,1623
8600000US13777,13777,ZCTA5 13777,63750,31152,61250,20027,63500,36703,-,**
8600000US13778,13778,ZCTA5 13778,57365,5253,72841,6418,78802,13163,28669,4029
8600000US13780,13780,ZCTA5 13780,50977,13363,64271,16921,80417,33393,-,**
8600000US13782,13782,ZCTA5 13782,52143,18770,67321,8998,76667,28142,26563,19704
8600000US13783,13783,ZCTA5 13783,38625,9264,59792,12811,72212,8757,19288,1855
8600000US13784,13784,ZCTA5 13784,29712,23325,-,**,-,**,28906,15337
8600000US13786,13786,ZCTA5 13786,50625,8944,52266,5827,53750,14742,33125,13956
8600000US13787,13787,ZCTA5 13787,44177,9150,54770,12642,66339,22406,24457,10682
8600000US13788,13788,ZCTA5 13788,49800,6603,54318,11479,62500,9947,41429,12610
8600000US13790,13790,ZCTA5 13790,42454,2861,54539,6757,67385,6473,28226,2615
8600000US13794,13794,ZCTA5 13794,57500,42062,-,**,72083,25806,-,**
8600000US13795,13795,ZCTA5 13795,51987,9063,66250,15839,91917,23504,39708,12761
8600000US13796,13796,ZCTA5 13796,61458,6588,65750,11903,75000,19939,28750,13775
8600000US13797,13797,ZCTA5 13797,49400,7576,51797,14429,62332,4066,37813,12555
8600000US13801,13801,ZCTA5 13801,37426,8697,47778,7145,57609,10279,23036,5602
8600000US13802,13802,ZCTA5 13802,59438,33874,60433,28375,59313,17211,-,**
8600000US13803,13803,ZCTA5 13803,58493,6261,63160,4100,68466,6649,34688,12544
8600000US13804,13804,ZCTA5 13804,55917,5618,56750,6531,64821,21695,52727,25068
8600000US13806,13806,ZCTA5 13806,40313,35362,75486,29223,76250,26043,-,**
8600000US13807,13807,ZCTA5 13807,49667,13354,68750,17387,79750,24983,18250,7367
8600000US13808,13808,ZCTA5 13808,53095,8436,62292,6673,72344,12427,22969,7902
8600000US13809,13809,ZCTA5 13809,52734,21677,59315,15752,71615,8873,17414,9221
8600000US13810,13810,ZCTA5 13810,44489,14396,57604,13073,60938,5760,24886,4052
8600000US13811,13811,ZCTA5 13811,59009,5915,71898,9368,76864,13047,26394,2455
8600000US13812,13812,ZCTA5 13812,56042,10694,66250,7974,72426,10319,26477,5065
8600000US13813,13813,ZCTA5 13813,50375,30577,50250,31087,-,**,-,**
8600000US13815,13815,ZCTA5 13815,47031,3942,60187,6249,74850,7754,24571,3935
8600000US13820,13820,ZCTA5 13820,46659,4980,68676,8637,82298,8534,27521,2990
8600000US13825,13825,ZCTA5 13825,53750,8170,62094,8400,64412,6541,33304,13250
8600000US13826,13826,ZCTA5 13826,-,**,-,**,-,**,-,**
8600000US13827,13827,ZCTA5 13827,52538,4622,73233,9605,84912,12189,30313,4099
8600000US13830,13830,ZCTA5 13830,47679,4818,57438,7282,62846,10737,25000,9522
8600000US13832,13832,ZCTA5 13832,40313,17402,52679,18905,64625,47265,16500,6208
8600000US13833,13833,ZCTA5 13833,55013,9823,61136,14511,74023,7483,37417,10766
8600000US13834,13834,ZCTA5 13834,71037,907,-,**,-,**,-,**
8600000US13835,13835,ZCTA5 13835,50441,6460,58824,10365,67045,20355,31875,12829
8600000US13838,13838,ZCTA5 13838,37981,12813,56161,29342,89500,20454,27222,9228
8600000US13839,13839,ZCTA5 13839,44792,7409,50417,22177,60337,20201,40192,32686
8600000US13841,13841,ZCTA5 13841,39091,30861,-,**,58125,40085,-,**
8600000US13842,13842,ZCTA5 13842,66964,16661,66071,38561,67321,53453,31094,17602
8600000US13843,13843,ZCTA5 13843,50927,8198,61094,10159,66250,11151,30500,9752
8600000US13844,13844,ZCTA5 13844,47188,11486,51154,3708,58571,14755,23750,16300
8600000US13845,13845,ZCTA5 13845,-,**,-,**,-,**,-,**
8600000US13846,13846,ZCTA5 13846,31250,21800,48333,26306,60481,12243,-,**
8600000US13847,13847,ZCTA5 13847,-,**,-,**,-,**,-,**
8600000US13849,13849,ZCTA5 13849,43821,8346,60923,7924,71324,16079,24745,4424
8600000US13850,13850,ZCTA5 13850,62279,3807,78075,3783,83733,3973,35771,5283
8600000US13856,13856,ZCTA5 13856,49201,3391,51716,5352,54959,14061,27071,12354
8600000US13859,13859,ZCTA5 13859,66250,29786,82772,31271,66477,33736,41125,16682
8600000US13860,13860,ZCTA5 13860,83250,27091,-,**,-,**,-,**
8600000US13861,13861,ZCTA5 13861,110375,108199,126250,98005,168906,23416,51250,13560
8600000US13862,13862,ZCTA5 13862,60950,4592,69942,7326,88913,8364,27426,4000
8600000US13863,13863,ZCTA5 13863,56667,15005,61250,4130,65625,9615,32232,8003
8600000US13864,13864,ZCTA5 13864,38695,6892,52045,45676,-,**,25216,3399
8600000US13865,13865,ZCTA5 13865,67077,7798,74198,3602,84527,8489,31314,6167
8600000US13901,13901,ZCTA5 13901,44089,2035,64505,2914,77952,4132,23569,4165
8600000US13902,13902,ZCTA5 13902,-,**,-,**,-,**,-,**
8600000US13903,13903,ZCTA5 13903,46021,2894,58224,7969,77242,5357,27706,3887
8600000US13904,13904,ZCTA5 13904,47656,2844,52952,6174,73207,13675,29861,7165
8600000US13905,13905,ZCTA5 13905,38602,2253,57575,3396,73190,6733,25112,1876
8600000US14001,14001,ZCTA5 14001,59197,4522,72892,5686,84375,12802,33146,8709
8600000US14004,14004,ZCTA5 14004,70943,2974,81783,5999,86078,7602,43966,4972
8600000US14005,14005,ZCTA5 14005,58611,6387,67969,12953,76579,10956,33958,19402
8600000US14006,14006,ZCTA5 14006,56855,5058,72353,7975,82697,8300,31016,4120
8600000US14008,14008,ZCTA5 14008,56691,18015,72679,19022,72679,18104,36620,15830
8600000US14009,14009,ZCTA5 14009,46857,4635,58102,8567,68306,6698,31154,2559
8600000US14011,14011,ZCTA5 14011,64009,3526,72365,5989,83109,6596,42446,7310
8600000US14012,14012,ZCTA5 14012,55856,3638,57308,7321,63510,7013,27344,7402
8600000US14013,14013,ZCTA5 14013,53272,3395,61026,3254,61875,7902,25260,4022
8600000US14020,14020,ZCTA5 14020,50050,4345,66179,6011,78103,3146,31193,3408
8600000US14024,14024,ZCTA5 14024,59205,5846,63393,5384,66875,10880,43167,8094
8600000US14025,14025,ZCTA5 14025,57585,8554,67727,14188,82313,25292,37049,5597
8600000US14026,14026,ZCTA5 14026,81375,64044,90326,16443,91576,17003,-,**
8600000US14028,14028,ZCTA5 14028,75242,25185,75121,37218,85313,23154,93125,80252
8600000US14030,14030,ZCTA5 14030,63421,7625,75000,19180,77125,17543,45781,12231
8600000US14031,14031,ZCTA5 14031,81452,10351,103214,6308,112139,15094,35817,10075
8600000US14032,14032,ZCTA5 14032,106701,9786,130382,15398,138264,14866,51563,10003
8600000US14033,14033,ZCTA5 14033,84211,14337,89605,19805,99386,17486,34167,24062
8600000US14034,14034,ZCTA5 14034,59118,11941,73835,4599,77685,7747,25893,2783
8600000US14035,14035,ZCTA5 14035,70859,26382,-,**,-,**,-,**
8600000US14036,14036,ZCTA5 14036,63661,8382,75255,5076,76299,2761,42356,10169
8600000US14037,14037,ZCTA5 14037,70000,19422,83214,18136,94271,16456,26300,13062
8600000US14039,14039,ZCTA5 14039,55313,17889,63125,27992,64063,54598,-,**
8600000US14040,14040,ZCTA5 14040,54119,9512,75707,6539,78355,16536,34091,3726
8600000US14041,14041,ZCTA5 14041,46389,20464,53929,26842,55833,30143,45278,37075
8600000US14042,14042,ZCTA5 14042,42311,9565,53494,5636,63952,6165,22420,3093
8600000US14043,14043,ZCTA5 14043,57611,3948,72630,4638,82457,3778,37424,4089
8600000US14047,14047,ZCTA5 14047,64485,4938,83030,7137,89741,5992,32670,10929
8600000US14048,14048,ZCTA5 14048,36341,2640,50053,3273,63886,6559,23055,2162
8600000US14051,14051,ZCTA5 14051,113750,8972,128333,5937,138647,7219,48047,10900
8600000US14052,14052,ZCTA5 14052,75388,6621,94468,8085,101637,4276,42111,4419
8600000US14054,14054,ZCTA5 14054,57679,19338,66806,10296,68571,14706,35729,13681
8600000US14055,14055,ZCTA5 14055,65321,12494,82589,22722,83304,28821,-,**
8600000US14057,14057,ZCTA5 14057,70957,5684,91679,10223,96983,6663,40550,5628
8600000US14058,14058,ZCTA5 14058,63571,7345,72569,9261,77143,13009,33542,10261
8600000US14059,14059,ZCTA5 14059,74884,12117,95912,8156,102273,20033,36149,11031
8600000US14060,14060,ZCTA5 14060,46250,16851,52188,11135,54063,13053,33438,9455
8600000US14061,14061,ZCTA5 14061,53906,14006,60357,8994,68750,19365,24250,12513
8600000US14062,14062,ZCTA5 14062,51341,4932,68036,8731,72750,6773,24615,4947
8600000US14063,14063,ZCTA5 14063,51489,3871,63906,8654,76625,7842,32000,9071
8600000US14065,14065,ZCTA5 14065,49853,9853,56019,4509,58563,4740,22105,11172
8600000US14066,14066,ZCTA5 14066,53929,3751,60729,8798,63750,9987,29375,17958
8600000US14067,14067,ZCTA5 14067,53625,7247,61591,13176,72500,11879,31234,7243
8600000US14068,14068,ZCTA5 14068,76579,12223,106667,14010,113073,7745,42500,16301
8600000US14069,14069,ZCTA5 14069,55278,27170,66125,16798,67125,22836,36116,7360
8600000US14070,14070,ZCTA5 14070,38260,4058,54107,5969,69115,7261,27045,3665
8600000US14072,14072,ZCTA5 14072,81818,7586,98180,8727,102906,4280,43011,9269
8600000US14075,14075,ZCTA5 14075,67063,4531,90258,4467,98308,4004,33276,3470
8600000US14080,14080,ZCTA5 14080,65674,3313,76392,11447,89740,10228,31423,7651
8600000US14081,14081,ZCTA5 14081,47805,7413,60368,9873,80313,9825,35119,12913
8600000US14082,14082,ZCTA5 14082,57857,12994,62083,34016,68750,37708,33917,4609
8600000US14085,14085,ZCTA5 14085,82351,14483,90039,10897,97778,9693,66042,27261
8600000US14086,14086,ZCTA5 14086,79596,4059,96537,5360,108147,3988,39878,3883
8600000US14091,14091,ZCTA5 14091,52232,24222,61397,19714,74663,12021,24375,8745
8600000US14092,14092,ZCTA5 14092,63545,5372,88701,5359,91529,4646,34594,7605
8600000US14094,14094,ZCTA5 14094,53029,3469,71958,4518,84056,3752,31891,2123
8600000US14098,14098,ZCTA5 14098,56833,6141,58203,8521,75938,8373,29231,11855
8600000US14101,14101,ZCTA5 14101,52736,4245,56944,8863,66500,14789,26576,4843
8600000US14102,14102,ZCTA5 14102,93558,20680,89866,19446,98482,16690,110398,78884
8600000US14103,14103,ZCTA5 14103,45946,2929,57513,5039,64661,5231,27408,3573
8600000US14105,14105,ZCTA5 14105,60486,5371,73583,5382,80909,11721,35000,9281
8600000US14108,14108,ZCTA5 14108,57043,10956,68578,9648,74430,7825,33000,14609
8600000US14109,14109,ZCTA5 14109,-,**,-,**,-,**,-,**
8600000US14111,14111,ZCTA5 14111,56250,3762,68456,6022,77813,13143,27656,15173
8600000US14112,14112,ZCTA5 14112,-,**,-,**,-,**,-,**
8600000US14113,14113,ZCTA5 14113,44886,6032,63333,13573,64479,17105,30625,12346
8600000US14120,14120,ZCTA5 14120,59802,2690,81696,4525,91088,2469,30893,1725
8600000US14125,14125,ZCTA5 14125,56184,12644,69750,6259,73393,3575,27888,4343
8600000US14126,14126,ZCTA5 14126,-,**,60950,18985,-,**,19474,15172
8600000US14127,14127,ZCTA5 14127,88197,5468,106390,5988,117092,5693,42770,4381
8600000US14129,14129,ZCTA5 14129,46932,7213,51938,16834,76058,11835,30000,9304
8600000US14130,14130,ZCTA5 14130,36250,26676,-,**,80417,9979,22361,15021
8600000US14131,14131,ZCTA5 14131,71051,3139,81979,10120,93702,9492,41027,13882
8600000US14132,14132,ZCTA5 14132,65553,6210,77723,6028,87303,14811,30452,6885
8600000US14134,14134,ZCTA5 14134,78250,54973,78250,54973,86500,10096,-,**
8600000US14135,14135,ZCTA5 14135,46458,27787,49375,30692,62885,30836,-,**
8600000US14136,14136,ZCTA5 14136,51694,6949,59345,7479,73094,4643,29682,6021
8600000US14138,14138,ZCTA5 14138,48942,8782,57596,8066,63958,6879,23750,3426
8600000US14139,14139,ZCTA5 14139,82993,8929,86169,5577,85893,4625,26351,3868
8600000US14141,14141,ZCTA5 14141,56114,4392,68057,5333,76183,6487,33275,4761
8600000US14143,14143,ZCTA5 14143,55610,10963,62639,12505,65341,7257,30500,18420
8600000US14145,14145,ZCTA5 14145,59837,8327,72656,12231,78646,4148,26625,21497
8600000US14150,14150,ZCTA5 14150,52783,2092,71048,2482,79439,2346,32744,2292
8600000US14167,14167,ZCTA5 14167,60714,12443,73194,8840,78083,8291,36136,8637
8600000US14168,14168,ZCTA5 14168,-,**,-,**,-,**,-,**
8600000US14169,14169,ZCTA5 14169,30875,28863,-,**,-,**,-,**
8600000US14170,14170,ZCTA5 14170,73873,8301,79453,16165,88333,37510,50844,17456
8600000US14171,14171,ZCTA5 14171,50875,8164,62813,8708,66736,14882,38171,4041
8600000US14172,14172,ZCTA5 14172,56339,13726,82500,21211,87891,22157,28938,9818
8600000US14173,14173,ZCTA5 14173,-,**,-,**,-,**,-,**
8600000US14174,14174,ZCTA5 14174,66731,13308,87593,7814,94557,8693,28250,10652
8600000US14201,14201,ZCTA5 14201,27369,4506,31923,7618,61495,15380,23814,5712
8600000US14202,14202,ZCTA5 14202,44049,8432,70227,21747,89813,73666,40219,12521
8600000US14203,14203,ZCTA5 14203,33388,13238,33867,13906,94583,32664,29286,25518
8600000US14204,14204,ZCTA5 14204,25267,3681,34435,4761,55625,13380,13425,1911
8600000US14206,14206,ZCTA5 14206,37200,1932,46939,5413,58829,5813,26522,3165
8600000US14207,14207,ZCTA5 14207,26448,2512,33252,3776,39250,4822,18950,2064
8600000US14208,14208,ZCTA5 14208,24414,1258,28676,6597,54120,5321,22313,2326
8600000US14209,14209,ZCTA5 14209,33327,5340,55313,25090,91389,9302,26019,5181
8600000US14210,14210,ZCTA5 14210,37384,5188,41221,2888,61117,6020,29803,3672
8600000US14211,14211,ZCTA5 14211,25019,1526,30972,2879,46461,5086,16103,2051
8600000US14212,14212,ZCTA5 14212,23362,3458,31298,2784,45278,4880,16815,1994
8600000US14213,14213,ZCTA5 14213,31445,1450,32939,2420,39863,10584,21885,4088
8600000US14214,14214,ZCTA5 14214,44310,5107,59350,8424,96923,10036,27237,4835
8600000US14215,14215,ZCTA5 14215,35160,2732,42406,2853,65996,6930,23526,1792
8600000US14216,14216,ZCTA5 14216,52724,5063,73361,10503,93971,6119,34752,3375
8600000US14217,14217,ZCTA5 14217,52551,3370,75043,6159,87390,7758,31151,4406
8600000US14218,14218,ZCTA5 14218,36530,2715,45253,5499,59805,4463,26188,2311
8600000US14219,14219,ZCTA5 14219,51972,4776,62500,4527,78214,5702,35774,8290
